'Elapsed time','MLII'
'1:00.619',0.915
'1:00.622',0.930
'1:00.625',0.940
'1:00.628',0.915
'1:00.631',0.895
'1:00.633',0.915
'1:00.636',0.945
'1:00.639',0.965
'1:00.642',0.960
'1:00.644',0.935
'1:00.647',0.930
'1:00.650',0.900
'1:00.653',0.875
'1:00.656',0.870
'1:00.658',0.855
'1:00.661',0.840
'1:00.664',0.820
'1:00.667',0.775
'1:00.669',0.760
'1:00.672',0.725
'1:00.675',0.695
'1:00.678',0.655
'1:00.681',0.615
'1:00.683',0.580
'1:00.686',0.565
'1:00.689',0.535
'1:00.692',0.490
'1:00.694',0.450
'1:00.697',0.395
'1:00.700',0.325
'1:00.703',0.275
'1:00.706',0.235
'1:00.708',0.215
'1:00.711',0.190
'1:00.714',0.130
'1:00.717',0.070
'1:00.719',0.025
'1:00.722',0.020
'1:00.725',0.010
'1:00.728',0.005
'1:00.731',-0.035
'1:00.733',-0.060
'1:00.736',-0.065
'1:00.739',-0.055
'1:00.742',-0.035
'1:00.744',-0.005
'1:00.747',0.000
'1:00.750',0.005
'1:00.753',0.010
'1:00.756',0.010
'1:00.758',0.025
'1:00.761',0.035
'1:00.764',0.020
'1:00.767',0.020
'1:00.769',0.025
'1:00.772',0.025
'1:00.775',-0.010
'1:00.778',-0.055
'1:00.781',-0.080
'1:00.783',-0.100
'1:00.786',-0.100
'1:00.789',-0.095
'1:00.792',-0.080
'1:00.794',-0.090
'1:00.797',-0.120
'1:00.800',-0.140
'1:00.803',-0.135
'1:00.806',-0.135
'1:00.808',-0.145
'1:00.811',-0.155
'1:00.814',-0.185
'1:00.817',-0.200
'1:00.819',-0.245
'1:00.822',-0.270
'1:00.825',-0.290
'1:00.828',-0.305
'1:00.831',-0.330
'1:00.833',-0.350
'1:00.836',-0.380
'1:00.839',-0.400
'1:00.842',-0.425
'1:00.844',-0.455
'1:00.847',-0.465
'1:00.850',-0.485
'1:00.853',-0.490
'1:00.856',-0.495
'1:00.858',-0.500
'1:00.861',-0.510
'1:00.864',-0.525
'1:00.867',-0.545
'1:00.869',-0.545
'1:00.872',-0.545
'1:00.875',-0.550
'1:00.878',-0.545
'1:00.881',-0.545
'1:00.883',-0.545
'1:00.886',-0.555
'1:00.889',-0.565
'1:00.892',-0.555
'1:00.894',-0.555
'1:00.897',-0.555
'1:00.900',-0.565
'1:00.903',-0.560
'1:00.906',-0.550
'1:00.908',-0.545
'1:00.911',-0.545
'1:00.914',-0.545
'1:00.917',-0.540
'1:00.919',-0.535
'1:00.922',-0.535
'1:00.925',-0.530
'1:00.928',-0.540
'1:00.931',-0.555
'1:00.933',-0.560
'1:00.936',-0.565
'1:00.939',-0.550
'1:00.942',-0.540
'1:00.944',-0.550
'1:00.947',-0.560
'1:00.950',-0.580
'1:00.953',-0.585
'1:00.956',-0.575
'1:00.958',-0.570
'1:00.961',-0.560
'1:00.964',-0.570
'1:00.967',-0.590
'1:00.969',-0.560
'1:00.972',-0.545
'1:00.975',-0.545
'1:00.978',-0.550
'1:00.981',-0.595
'1:00.983',-0.605
'1:00.986',-0.600
'1:00.989',-0.565
'1:00.992',-0.550
'1:00.994',-0.560
'1:00.997',-0.580
'1:01.000',-0.570
'1:01.003',-0.560
'1:01.006',-0.555
'1:01.008',-0.555
'1:01.011',-0.565
'1:01.014',-0.570
'1:01.017',-0.575
'1:01.019',-0.575
'1:01.022',-0.565
'1:01.025',-0.570
'1:01.028',-0.575
'1:01.031',-0.580
'1:01.033',-0.590
'1:01.036',-0.585
'1:01.039',-0.585
'1:01.042',-0.595
'1:01.044',-0.585
'1:01.047',-0.590
'1:01.050',-0.575
'1:01.053',-0.570
'1:01.056',-0.560
'1:01.058',-0.545
'1:01.061',-0.550
'1:01.064',-0.550
'1:01.067',-0.560
'1:01.069',-0.550
'1:01.072',-0.535
'1:01.075',-0.535
'1:01.078',-0.535
'1:01.081',-0.540
'1:01.083',-0.545
'1:01.086',-0.540
'1:01.089',-0.520
'1:01.092',-0.525
'1:01.094',-0.530
'1:01.097',-0.540
'1:01.100',-0.555
'1:01.103',-0.540
'1:01.106',-0.515
'1:01.108',-0.495
'1:01.111',-0.485
'1:01.114',-0.495
'1:01.117',-0.500
'1:01.119',-0.470
'1:01.122',-0.430
'1:01.125',-0.360
'1:01.128',-0.255
'1:01.131',0.000
'1:01.133',0.525
'1:01.136',1.160
'1:01.139',1.620
'1:01.142',1.680
'1:01.144',1.510
'1:01.147',1.340
'1:01.150',1.240
'1:01.153',1.205
'1:01.156',1.135
'1:01.158',1.040
'1:01.161',0.930
'1:01.164',0.820
'1:01.167',0.710
'1:01.169',0.615
'1:01.172',0.540
'1:01.175',0.450
'1:01.178',0.340
'1:01.181',0.210
'1:01.183',0.065
'1:01.186',-0.090
'1:01.189',-0.240
'1:01.192',-0.390
'1:01.194',-0.575
'1:01.197',-0.750
'1:01.200',-0.925
'1:01.203',-1.085
'1:01.206',-1.240
'1:01.208',-1.385
'1:01.211',-1.535
'1:01.214',-1.695
'1:01.217',-1.815
'1:01.219',-1.890
'1:01.222',-1.925
'1:01.225',-1.985
'1:01.228',-2.045
'1:01.231',-2.075
'1:01.233',-2.115
'1:01.236',-2.190
'1:01.239',-2.245
'1:01.242',-2.310
'1:01.244',-2.360
'1:01.247',-2.430
'1:01.250',-2.490
'1:01.253',-2.540
'1:01.256',-2.530
'1:01.258',-2.445
'1:01.261',-2.330
'1:01.264',-2.195
'1:01.267',-2.070
'1:01.269',-1.900
'1:01.272',-1.710
'1:01.275',-1.550
'1:01.278',-1.430
'1:01.281',-1.385
'1:01.283',-1.345
'1:01.286',-1.295
'1:01.289',-1.235
'1:01.292',-1.180
'1:01.294',-1.145
'1:01.297',-1.130
'1:01.300',-1.130
'1:01.303',-1.125
'1:01.306',-1.085
'1:01.308',-1.050
'1:01.311',-1.015
'1:01.314',-0.950
'1:01.317',-0.895
'1:01.319',-0.825
'1:01.322',-0.775
'1:01.325',-0.735
'1:01.328',-0.670
'1:01.331',-0.620
'1:01.333',-0.570
'1:01.336',-0.490
'1:01.339',-0.405
'1:01.342',-0.315
'1:01.344',-0.250
'1:01.347',-0.195
'1:01.350',-0.170
'1:01.353',-0.115
'1:01.356',-0.100
'1:01.358',-0.075
'1:01.361',-0.075
'1:01.364',-0.070
'1:01.367',-0.065
'1:01.369',-0.030
'1:01.372',0.000
'1:01.375',0.025
'1:01.378',0.045
'1:01.381',0.045
'1:01.383',0.040
'1:01.386',0.070
'1:01.389',0.090
'1:01.392',0.115
'1:01.394',0.120
'1:01.397',0.120
'1:01.400',0.135
'1:01.403',0.170
'1:01.406',0.200
'1:01.408',0.235
'1:01.411',0.255
'1:01.414',0.255
'1:01.417',0.260
'1:01.419',0.285
'1:01.422',0.310
'1:01.425',0.350
'1:01.428',0.365
'1:01.431',0.395
'1:01.433',0.410
'1:01.436',0.455
'1:01.439',0.520
'1:01.442',0.550
'1:01.444',0.565
'1:01.447',0.585
'1:01.450',0.640
'1:01.453',0.720
'1:01.456',0.785
'1:01.458',0.840
'1:01.461',0.875
'1:01.464',0.910
'1:01.467',0.925
'1:01.469',0.935
'1:01.472',0.945
'1:01.475',0.975
'1:01.478',0.995
'1:01.481',1.005
'1:01.483',1.010
'1:01.486',1.000
'1:01.489',0.990
'1:01.492',0.980
'1:01.494',0.970
'1:01.497',0.955
'1:01.500',0.955
'1:01.503',0.975
'1:01.506',0.975
'1:01.508',0.980
'1:01.511',0.955
'1:01.514',0.920
'1:01.517',0.885
'1:01.519',0.845
'1:01.522',0.800
'1:01.525',0.755
'1:01.528',0.695
'1:01.531',0.645
'1:01.533',0.610
'1:01.536',0.565
'1:01.539',0.510
'1:01.542',0.455
'1:01.544',0.410
'1:01.547',0.355
'1:01.550',0.310
'1:01.553',0.250
'1:01.556',0.205
'1:01.558',0.160
'1:01.561',0.095
'1:01.564',0.020
'1:01.567',-0.030
'1:01.569',-0.085
'1:01.572',-0.135
'1:01.575',-0.170
'1:01.578',-0.230
'1:01.581',-0.275
'1:01.583',-0.305
'1:01.586',-0.320
'1:01.589',-0.340
'1:01.592',-0.360
'1:01.594',-0.400
'1:01.597',-0.445
'1:01.600',-0.485
'1:01.603',-0.475
'1:01.606',-0.470
'1:01.608',-0.475
'1:01.611',-0.505
'1:01.614',-0.530
'1:01.617',-0.565
'1:01.619',-0.575
'1:01.622',-0.590
'1:01.625',-0.580
'1:01.628',-0.575
'1:01.631',-0.575
'1:01.633',-0.580
'1:01.636',-0.585
'1:01.639',-0.575
'1:01.642',-0.580
'1:01.644',-0.600
'1:01.647',-0.625
'1:01.650',-0.650
'1:01.653',-0.625
'1:01.656',-0.625
'1:01.658',-0.610
'1:01.661',-0.635
'1:01.664',-0.660
'1:01.667',-0.685
'1:01.669',-0.685
'1:01.672',-0.670
'1:01.675',-0.640
'1:01.678',-0.630
'1:01.681',-0.625
'1:01.683',-0.635
'1:01.686',-0.625
'1:01.689',-0.620
'1:01.692',-0.630
'1:01.694',-0.640
'1:01.697',-0.655
'1:01.700',-0.655
'1:01.703',-0.635
'1:01.706',-0.620
'1:01.708',-0.610
'1:01.711',-0.620
'1:01.714',-0.645
'1:01.717',-0.645
'1:01.719',-0.650
'1:01.722',-0.625
'1:01.725',-0.625
'1:01.728',-0.630
'1:01.731',-0.635
'1:01.733',-0.635
'1:01.736',-0.620
'1:01.739',-0.610
'1:01.742',-0.605
'1:01.744',-0.620
'1:01.747',-0.625
'1:01.750',-0.635
'1:01.753',-0.620
'1:01.756',-0.625
'1:01.758',-0.615
'1:01.761',-0.620
'1:01.764',-0.615
'1:01.767',-0.620
'1:01.769',-0.595
'1:01.772',-0.580
'1:01.775',-0.580
'1:01.778',-0.590
'1:01.781',-0.600
'1:01.783',-0.630
'1:01.786',-0.635
'1:01.789',-0.620
'1:01.792',-0.595
'1:01.794',-0.585
'1:01.797',-0.590
'1:01.800',-0.600
'1:01.803',-0.590
'1:01.806',-0.585
'1:01.808',-0.570
'1:01.811',-0.585
'1:01.814',-0.585
'1:01.817',-0.590
'1:01.819',-0.580
'1:01.822',-0.570
'1:01.825',-0.555
'1:01.828',-0.555
'1:01.831',-0.560
'1:01.833',-0.555
'1:01.836',-0.540
'1:01.839',-0.530
'1:01.842',-0.540
'1:01.844',-0.545
'1:01.847',-0.570
'1:01.850',-0.585
'1:01.853',-0.595
'1:01.856',-0.615
'1:01.858',-0.590
'1:01.861',-0.565
'1:01.864',-0.550
'1:01.867',-0.545
'1:01.869',-0.535
'1:01.872',-0.535
'1:01.875',-0.535
'1:01.878',-0.530
'1:01.881',-0.535
'1:01.883',-0.535
'1:01.886',-0.515
'1:01.889',-0.510
'1:01.892',-0.495
'1:01.894',-0.490
'1:01.897',-0.520
'1:01.900',-0.515
'1:01.903',-0.520
'1:01.906',-0.525
'1:01.908',-0.520
'1:01.911',-0.520
'1:01.914',-0.505
'1:01.917',-0.495
'1:01.919',-0.470
'1:01.922',-0.460
'1:01.925',-0.460
'1:01.928',-0.470
'1:01.931',-0.485
'1:01.933',-0.495
'1:01.936',-0.475
'1:01.939',-0.475
'1:01.942',-0.450
'1:01.944',-0.450
'1:01.947',-0.470
'1:01.950',-0.465
'1:01.953',-0.455
'1:01.956',-0.435
'1:01.958',-0.430
'1:01.961',-0.430
'1:01.964',-0.440
'1:01.967',-0.455
'1:01.969',-0.435
'1:01.972',-0.435
'1:01.975',-0.420
'1:01.978',-0.405
'1:01.981',-0.380
'1:01.983',-0.370
'1:01.986',-0.365
'1:01.989',-0.335
'1:01.992',-0.310
'1:01.994',-0.285
'1:01.997',-0.240
'1:02.000',-0.140
'1:02.003',0.170
'1:02.006',0.705
'1:02.008',1.330
'1:02.011',1.735
'1:02.014',1.780
'1:02.017',1.600
'1:02.019',1.440
'1:02.022',1.355
'1:02.025',1.305
'1:02.028',1.230
'1:02.031',1.150
'1:02.033',1.060
'1:02.036',0.990
'1:02.039',0.935
'1:02.042',0.890
'1:02.044',0.840
'1:02.047',0.765
'1:02.050',0.675
'1:02.053',0.610
'1:02.056',0.535
'1:02.058',0.430
'1:02.061',0.305
'1:02.064',0.185
'1:02.067',0.065
'1:02.069',-0.040
'1:02.072',-0.160
'1:02.075',-0.300
'1:02.078',-0.435
'1:02.081',-0.590
'1:02.083',-0.755
'1:02.086',-0.910
'1:02.089',-1.055
'1:02.092',-1.180
'1:02.094',-1.305
'1:02.097',-1.380
'1:02.100',-1.450
'1:02.103',-1.500
'1:02.106',-1.565
'1:02.108',-1.625
'1:02.111',-1.710
'1:02.114',-1.800
'1:02.117',-1.900
'1:02.119',-1.955
'1:02.122',-2.015
'1:02.125',-2.100
'1:02.128',-2.190
'1:02.131',-2.265
'1:02.133',-2.305
'1:02.136',-2.275
'1:02.139',-2.180
'1:02.142',-2.020
'1:02.144',-1.850
'1:02.147',-1.700
'1:02.150',-1.570
'1:02.153',-1.455
'1:02.156',-1.335
'1:02.158',-1.245
'1:02.161',-1.190
'1:02.164',-1.140
'1:02.167',-1.120
'1:02.169',-1.070
'1:02.172',-1.005
'1:02.175',-0.935
'1:02.178',-0.905
'1:02.181',-0.895
'1:02.183',-0.900
'1:02.186',-0.870
'1:02.189',-0.810
'1:02.192',-0.740
'1:02.194',-0.680
'1:02.197',-0.600
'1:02.200',-0.510
'1:02.203',-0.400
'1:02.206',-0.325
'1:02.208',-0.250
'1:02.211',-0.200
'1:02.214',-0.135
'1:02.217',-0.060
'1:02.219',0.045
'1:02.222',0.160
'1:02.225',0.255
'1:02.228',0.295
'1:02.231',0.325
'1:02.233',0.355
'1:02.236',0.380
'1:02.239',0.415
'1:02.242',0.440
'1:02.244',0.455
'1:02.247',0.450
'1:02.250',0.465
'1:02.253',0.495
'1:02.256',0.525
'1:02.258',0.535
'1:02.261',0.530
'1:02.264',0.500
'1:02.267',0.460
'1:02.269',0.465
'1:02.272',0.480
'1:02.275',0.510
'1:02.278',0.520
'1:02.281',0.520
'1:02.283',0.505
'1:02.286',0.510
'1:02.289',0.515
'1:02.292',0.530
'1:02.294',0.535
'1:02.297',0.545
'1:02.300',0.560
'1:02.303',0.590
'1:02.306',0.625
'1:02.308',0.675
'1:02.311',0.700
'1:02.314',0.700
'1:02.317',0.700
'1:02.319',0.725
'1:02.322',0.765
'1:02.325',0.785
'1:02.328',0.815
'1:02.331',0.835
'1:02.333',0.855
'1:02.336',0.905
'1:02.339',0.935
'1:02.342',0.955
'1:02.344',0.965
'1:02.347',0.975
'1:02.350',0.990
'1:02.353',1.025
'1:02.356',1.065
'1:02.358',1.080
'1:02.361',1.090
'1:02.364',1.080
'1:02.367',1.060
'1:02.369',1.055
'1:02.372',1.040
'1:02.375',1.030
'1:02.378',1.010
'1:02.381',1.005
'1:02.383',0.990
'1:02.386',0.970
'1:02.389',0.960
'1:02.392',0.950
'1:02.394',0.915
'1:02.397',0.855
'1:02.400',0.820
'1:02.403',0.800
'1:02.406',0.780
'1:02.408',0.755
'1:02.411',0.720
'1:02.414',0.660
'1:02.417',0.595
'1:02.419',0.555
'1:02.422',0.520
'1:02.425',0.490
'1:02.428',0.445
'1:02.431',0.410
'1:02.433',0.340
'1:02.436',0.290
'1:02.439',0.235
'1:02.442',0.205
'1:02.444',0.185
'1:02.447',0.150
'1:02.450',0.100
'1:02.453',0.055
'1:02.456',0.020
'1:02.458',-0.030
'1:02.461',-0.075
'1:02.464',-0.125
'1:02.467',-0.155
'1:02.469',-0.170
'1:02.472',-0.185
'1:02.475',-0.205
'1:02.478',-0.220
'1:02.481',-0.235
'1:02.483',-0.260
'1:02.486',-0.255
'1:02.489',-0.295
'1:02.492',-0.320
'1:02.494',-0.325
'1:02.497',-0.340
'1:02.500',-0.345
'1:02.503',-0.360
'1:02.506',-0.375
'1:02.508',-0.370
'1:02.511',-0.405
'1:02.514',-0.400
'1:02.517',-0.395
'1:02.519',-0.380
'1:02.522',-0.380
'1:02.525',-0.395
'1:02.528',-0.395
'1:02.531',-0.420
'1:02.533',-0.420
'1:02.536',-0.425
'1:02.539',-0.395
'1:02.542',-0.400
'1:02.544',-0.420
'1:02.547',-0.460
'1:02.550',-0.475
'1:02.553',-0.455
'1:02.556',-0.400
'1:02.558',-0.375
'1:02.561',-0.370
'1:02.564',-0.395
'1:02.567',-0.415
'1:02.569',-0.430
'1:02.572',-0.440
'1:02.575',-0.450
'1:02.578',-0.420
'1:02.581',-0.410
'1:02.583',-0.390
'1:02.586',-0.395
'1:02.589',-0.385
'1:02.592',-0.380
'1:02.594',-0.390
'1:02.597',-0.420
'1:02.600',-0.420
'1:02.603',-0.420
'1:02.606',-0.385
'1:02.608',-0.360
'1:02.611',-0.360
'1:02.614',-0.375
'1:02.617',-0.400
'1:02.619',-0.380
'1:02.622',-0.385
'1:02.625',-0.375
'1:02.628',-0.410
'1:02.631',-0.400
'1:02.633',-0.390
'1:02.636',-0.355
'1:02.639',-0.340
'1:02.642',-0.330
'1:02.644',-0.350
'1:02.647',-0.375
'1:02.650',-0.385
'1:02.653',-0.360
'1:02.656',-0.345
'1:02.658',-0.350
'1:02.661',-0.365
'1:02.664',-0.370
'1:02.667',-0.380
'1:02.669',-0.380
'1:02.672',-0.375
'1:02.675',-0.365
'1:02.678',-0.375
'1:02.681',-0.390
'1:02.683',-0.385
'1:02.686',-0.360
'1:02.689',-0.335
'1:02.692',-0.325
'1:02.694',-0.340
'1:02.697',-0.355
'1:02.700',-0.370
'1:02.703',-0.355
'1:02.706',-0.355
'1:02.708',-0.345
'1:02.711',-0.380
'1:02.714',-0.400
'1:02.717',-0.415
'1:02.719',-0.390
'1:02.722',-0.360
'1:02.725',-0.350
'1:02.728',-0.340
'1:02.731',-0.355
'1:02.733',-0.365
'1:02.736',-0.345
'1:02.739',-0.320
'1:02.742',-0.310
'1:02.744',-0.320
'1:02.747',-0.345
'1:02.750',-0.360
'1:02.753',-0.345
'1:02.756',-0.330
'1:02.758',-0.335
'1:02.761',-0.335
'1:02.764',-0.325
'1:02.767',-0.310
'1:02.769',-0.290
'1:02.772',-0.285
'1:02.775',-0.285
'1:02.778',-0.305
'1:02.781',-0.315
'1:02.783',-0.335
'1:02.786',-0.340
'1:02.789',-0.330
'1:02.792',-0.310
'1:02.794',-0.310
'1:02.797',-0.320
'1:02.800',-0.340
'1:02.803',-0.325
'1:02.806',-0.320
'1:02.808',-0.310
'1:02.811',-0.295
'1:02.814',-0.300
'1:02.817',-0.330
'1:02.819',-0.325
'1:02.822',-0.305
'1:02.825',-0.280
'1:02.828',-0.270
'1:02.831',-0.270
'1:02.833',-0.285
'1:02.836',-0.285
'1:02.839',-0.295
'1:02.842',-0.265
'1:02.844',-0.230
'1:02.847',-0.240
'1:02.850',-0.270
'1:02.853',-0.300
'1:02.856',-0.300
'1:02.858',-0.285
'1:02.861',-0.260
'1:02.864',-0.265
'1:02.867',-0.255
'1:02.869',-0.220
'1:02.872',-0.150
'1:02.875',-0.030
'1:02.878',0.190
'1:02.881',0.550
'1:02.883',1.065
'1:02.886',1.580
'1:02.889',1.860
'1:02.892',1.870
'1:02.894',1.745
'1:02.897',1.620
'1:02.900',1.535
'1:02.903',1.475
'1:02.906',1.405
'1:02.908',1.320
'1:02.911',1.260
'1:02.914',1.180
'1:02.917',1.120
'1:02.919',1.060
'1:02.922',0.990
'1:02.925',0.920
'1:02.928',0.835
'1:02.931',0.730
'1:02.933',0.600
'1:02.936',0.480
'1:02.939',0.375
'1:02.942',0.295
'1:02.944',0.175
'1:02.947',0.035
'1:02.950',-0.135
'1:02.953',-0.310
'1:02.956',-0.485
'1:02.958',-0.680
'1:02.961',-0.890
'1:02.964',-1.070
'1:02.967',-1.225
'1:02.969',-1.350
'1:02.972',-1.425
'1:02.975',-1.475
'1:02.978',-1.545
'1:02.981',-1.625
'1:02.983',-1.715
'1:02.986',-1.765
'1:02.989',-1.810
'1:02.992',-1.885
'1:02.994',-2.000
'1:02.997',-2.095
'1:03.000',-2.175
'1:03.003',-2.230
'1:03.006',-2.290
'1:03.008',-2.355
'1:03.011',-2.390
'1:03.014',-2.420
'1:03.017',-2.380
'1:03.019',-2.240
'1:03.022',-2.065
'1:03.025',-1.895
'1:03.028',-1.725
'1:03.031',-1.560
'1:03.033',-1.415
'1:03.036',-1.310
'1:03.039',-1.245
'1:03.042',-1.200
'1:03.044',-1.155
'1:03.047',-1.110
'1:03.050',-1.060
'1:03.053',-0.995
'1:03.056',-0.955
'1:03.058',-0.945
'1:03.061',-0.945
'1:03.064',-0.925
'1:03.067',-0.895
'1:03.069',-0.840
'1:03.072',-0.755
'1:03.075',-0.700
'1:03.078',-0.625
'1:03.081',-0.575
'1:03.083',-0.530
'1:03.086',-0.475
'1:03.089',-0.440
'1:03.092',-0.410
'1:03.094',-0.375
'1:03.097',-0.325
'1:03.100',-0.245
'1:03.103',-0.170
'1:03.106',-0.080
'1:03.108',-0.020
'1:03.111',-0.005
'1:03.114',0.015
'1:03.117',0.055
'1:03.119',0.095
'1:03.122',0.140
'1:03.125',0.155
'1:03.128',0.170
'1:03.131',0.165
'1:03.133',0.150
'1:03.136',0.150
'1:03.139',0.140
'1:03.142',0.135
'1:03.144',0.130
'1:03.147',0.165
'1:03.150',0.200
'1:03.153',0.235
'1:03.156',0.255
'1:03.158',0.260
'1:03.161',0.265
'1:03.164',0.265
'1:03.167',0.245
'1:03.169',0.250
'1:03.172',0.290
'1:03.175',0.355
'1:03.178',0.415
'1:03.181',0.450
'1:03.183',0.445
'1:03.186',0.450
'1:03.189',0.425
'1:03.192',0.415
'1:03.194',0.430
'1:03.197',0.470
'1:03.200',0.515
'1:03.203',0.550
'1:03.206',0.575
'1:03.208',0.615
'1:03.211',0.650
'1:03.214',0.645
'1:03.217',0.640
'1:03.219',0.625
'1:03.222',0.655
'1:03.225',0.710
'1:03.228',0.765
'1:03.231',0.780
'1:03.233',0.765
'1:03.236',0.750
'1:03.239',0.740
'1:03.242',0.745
'1:03.244',0.765
'1:03.247',0.785
'1:03.250',0.800
'1:03.253',0.810
'1:03.256',0.840
'1:03.258',0.855
'1:03.261',0.820
'1:03.264',0.770
'1:03.267',0.725
'1:03.269',0.725
'1:03.272',0.760
'1:03.275',0.800
'1:03.278',0.820
'1:03.281',0.800
'1:03.283',0.770
'1:03.286',0.735
'1:03.289',0.720
'1:03.292',0.690
'1:03.294',0.660
'1:03.297',0.610
'1:03.300',0.550
'1:03.303',0.515
'1:03.306',0.525
'1:03.308',0.530
'1:03.311',0.485
'1:03.314',0.435
'1:03.317',0.385
'1:03.319',0.370
'1:03.322',0.335
'1:03.325',0.300
'1:03.328',0.255
'1:03.331',0.190
'1:03.333',0.145
'1:03.336',0.130
'1:03.339',0.130
'1:03.342',0.125
'1:03.344',0.090
'1:03.347',0.040
'1:03.350',-0.035
'1:03.353',-0.105
'1:03.356',-0.145
'1:03.358',-0.185
'1:03.361',-0.190
'1:03.364',-0.175
'1:03.367',-0.170
'1:03.369',-0.180
'1:03.372',-0.190
'1:03.375',-0.200
'1:03.378',-0.215
'1:03.381',-0.245
'1:03.383',-0.250
'1:03.386',-0.240
'1:03.389',-0.250
'1:03.392',-0.255
'1:03.394',-0.275
'1:03.397',-0.315
'1:03.400',-0.330
'1:03.403',-0.335
'1:03.406',-0.330
'1:03.408',-0.320
'1:03.411',-0.325
'1:03.414',-0.310
'1:03.417',-0.315
'1:03.419',-0.315
'1:03.422',-0.335
'1:03.425',-0.345
'1:03.428',-0.350
'1:03.431',-0.355
'1:03.433',-0.355
'1:03.436',-0.340
'1:03.439',-0.335
'1:03.442',-0.315
'1:03.444',-0.310
'1:03.447',-0.315
'1:03.450',-0.320
'1:03.453',-0.330
'1:03.456',-0.350
'1:03.458',-0.340
'1:03.461',-0.335
'1:03.464',-0.350
'1:03.467',-0.380
'1:03.469',-0.405
'1:03.472',-0.390
'1:03.475',-0.350
'1:03.478',-0.340
'1:03.481',-0.340
'1:03.483',-0.365
'1:03.486',-0.360
'1:03.489',-0.335
'1:03.492',-0.310
'1:03.494',-0.300
'1:03.497',-0.315
'1:03.500',-0.345
'1:03.503',-0.345
'1:03.506',-0.335
'1:03.508',-0.325
'1:03.511',-0.325
'1:03.514',-0.325
'1:03.517',-0.355
'1:03.519',-0.360
'1:03.522',-0.370
'1:03.525',-0.355
'1:03.528',-0.345
'1:03.531',-0.330
'1:03.533',-0.330
'1:03.536',-0.340
'1:03.539',-0.345
'1:03.542',-0.345
'1:03.544',-0.345
'1:03.547',-0.320
'1:03.550',-0.320
'1:03.553',-0.325
'1:03.556',-0.355
'1:03.558',-0.365
'1:03.561',-0.360
'1:03.564',-0.365
'1:03.567',-0.365
'1:03.569',-0.340
'1:03.572',-0.320
'1:03.575',-0.340
'1:03.578',-0.350
'1:03.581',-0.355
'1:03.583',-0.365
'1:03.586',-0.340
'1:03.589',-0.340
'1:03.592',-0.330
'1:03.594',-0.345
'1:03.597',-0.370
'1:03.600',-0.365
'1:03.603',-0.355
'1:03.606',-0.315
'1:03.608',-0.280
'1:03.611',-0.310
'1:03.614',-0.330
'1:03.617',-0.355
'1:03.619',-0.355
'1:03.622',-0.345
'1:03.625',-0.335
'1:03.628',-0.325
'1:03.631',-0.305
'1:03.633',-0.295
'1:03.636',-0.265
'1:03.639',-0.225
'1:03.642',-0.170
'1:03.644',-0.135
'1:03.647',-0.140
'1:03.650',-0.160
'1:03.653',-0.190
'1:03.656',-0.145
'1:03.658',-0.085
'1:03.661',-0.035
'1:03.664',-0.020
'1:03.667',-0.040
'1:03.669',-0.045
'1:03.672',-0.025
'1:03.675',0.005
'1:03.678',0.005
'1:03.681',-0.020
'1:03.683',-0.095
'1:03.686',-0.120
'1:03.689',-0.110
'1:03.692',-0.090
'1:03.694',-0.055
'1:03.697',-0.045
'1:03.700',-0.065
'1:03.703',-0.085
'1:03.706',-0.085
'1:03.708',-0.075
'1:03.711',-0.085
'1:03.714',-0.100
'1:03.717',-0.145
'1:03.719',-0.150
'1:03.722',-0.140
'1:03.725',-0.135
'1:03.728',-0.135
'1:03.731',-0.165
'1:03.733',-0.200
'1:03.736',-0.215
'1:03.739',-0.180
'1:03.742',-0.100
'1:03.744',0.035
'1:03.747',0.320
'1:03.750',0.825
'1:03.753',1.410
'1:03.756',1.795
'1:03.758',1.860
'1:03.761',1.720
'1:03.764',1.600
'1:03.767',1.510
'1:03.769',1.475
'1:03.772',1.410
'1:03.775',1.325
'1:03.778',1.230
'1:03.781',1.150
'1:03.783',1.085
'1:03.786',1.045
'1:03.789',1.020
'1:03.792',0.985
'1:03.794',0.905
'1:03.797',0.780
'1:03.800',0.660
'1:03.803',0.535
'1:03.806',0.455
'1:03.808',0.365
'1:03.811',0.265
'1:03.814',0.145
'1:03.817',0.015
'1:03.819',-0.120
'1:03.822',-0.230
'1:03.825',-0.305
'1:03.828',-0.405
'1:03.831',-0.525
'1:03.833',-0.655
'1:03.836',-0.725
'1:03.839',-0.755
'1:03.842',-0.800
'1:03.844',-0.870
'1:03.847',-0.925
'1:03.850',-0.945
'1:03.853',-0.955
'1:03.856',-1.015
'1:03.858',-1.135
'1:03.861',-1.255
'1:03.864',-1.390
'1:03.867',-1.550
'1:03.869',-1.680
'1:03.872',-1.775
'1:03.875',-1.820
'1:03.878',-1.820
'1:03.881',-1.760
'1:03.883',-1.650
'1:03.886',-1.535
'1:03.889',-1.410
'1:03.892',-1.285
'1:03.894',-1.230
'1:03.897',-1.175
'1:03.900',-1.130
'1:03.903',-1.085
'1:03.906',-1.045
'1:03.908',-1.040
'1:03.911',-1.060
'1:03.914',-1.055
'1:03.917',-1.065
'1:03.919',-1.060
'1:03.922',-1.065
'1:03.925',-1.070
'1:03.928',-1.050
'1:03.931',-1.010
'1:03.933',-0.955
'1:03.936',-0.910
'1:03.939',-0.875
'1:03.942',-0.840
'1:03.944',-0.785
