'Elapsed time','ECG I filtered'
'0:07.180',-0.065
'0:07.182',-0.065
'0:07.184',-0.060
'0:07.186',-0.055
'0:07.188',-0.050
'0:07.190',-0.045
'0:07.192',-0.040
'0:07.194',-0.040
'0:07.196',-0.040
'0:07.198',-0.045
'0:07.200',-0.045
'0:07.202',-0.045
'0:07.204',-0.040
'0:07.206',-0.030
'0:07.208',-0.020
'0:07.210',-0.010
'0:07.212',0.005
'0:07.214',0.015
'0:07.216',0.020
'0:07.218',0.020
'0:07.220',0.020
'0:07.222',0.020
'0:07.224',0.015
'0:07.226',0.010
'0:07.228',0.010
'0:07.230',0.010
'0:07.232',0.010
'0:07.234',0.015
'0:07.236',0.015
'0:07.238',0.020
'0:07.240',0.020
'0:07.242',0.015
'0:07.244',0.005
'0:07.246',-0.005
'0:07.248',-0.020
'0:07.250',-0.035
'0:07.252',-0.050
'0:07.254',-0.065
'0:07.256',-0.075
'0:07.258',-0.085
'0:07.260',-0.085
'0:07.262',-0.085
'0:07.264',-0.080
'0:07.266',-0.075
'0:07.268',-0.065
'0:07.270',-0.060
'0:07.272',-0.055
'0:07.274',-0.055
'0:07.276',-0.060
'0:07.278',-0.065
'0:07.280',-0.070
'0:07.282',-0.075
'0:07.284',-0.080
'0:07.286',-0.085
'0:07.288',-0.085
'0:07.290',-0.085
'0:07.292',-0.085
'0:07.294',-0.085
'0:07.296',-0.085
'0:07.298',-0.085
'0:07.300',-0.085
'0:07.302',-0.085
'0:07.304',-0.085
'0:07.306',-0.085
'0:07.308',-0.085
'0:07.310',-0.085
'0:07.312',-0.085
'0:07.314',-0.085
'0:07.316',-0.085
'0:07.318',-0.080
'0:07.320',-0.065
'0:07.322',-0.050
'0:07.324',-0.025
'0:07.326',0.010
'0:07.328',0.055
'0:07.330',0.105
'0:07.332',0.155
'0:07.334',0.210
'0:07.336',0.265
'0:07.338',0.310
'0:07.340',0.350
'0:07.342',0.380
'0:07.344',0.400
'0:07.346',0.400
'0:07.348',0.380
'0:07.350',0.340
'0:07.352',0.280
'0:07.354',0.200
'0:07.356',0.100
'0:07.358',-0.005
'0:07.360',-0.115
'0:07.362',-0.215
'0:07.364',-0.300
'0:07.366',-0.365
'0:07.368',-0.400
'0:07.370',-0.405
'0:07.372',-0.385
'0:07.374',-0.345
'0:07.376',-0.285
'0:07.378',-0.225
'0:07.380',-0.170
'0:07.382',-0.125
'0:07.384',-0.095
'0:07.386',-0.075
'0:07.388',-0.075
'0:07.390',-0.080
'0:07.392',-0.085
'0:07.394',-0.095
'0:07.396',-0.095
'0:07.398',-0.090
'0:07.400',-0.080
'0:07.402',-0.070
'0:07.404',-0.055
'0:07.406',-0.050
'0:07.408',-0.045
'0:07.410',-0.050
'0:07.412',-0.055
'0:07.414',-0.065
'0:07.416',-0.075
'0:07.418',-0.075
'0:07.420',-0.075
'0:07.422',-0.065
'0:07.424',-0.050
'0:07.426',-0.035
'0:07.428',-0.025
'0:07.430',-0.015
'0:07.432',-0.015
'0:07.434',-0.020
'0:07.436',-0.030
'0:07.438',-0.040
'0:07.440',-0.050
'0:07.442',-0.055
'0:07.444',-0.055
'0:07.446',-0.050
'0:07.448',-0.045
'0:07.450',-0.035
'0:07.452',-0.025
'0:07.454',-0.015
'0:07.456',-0.015
'0:07.458',-0.010
'0:07.460',-0.010
'0:07.462',-0.010
'0:07.464',-0.005
'0:07.466',-0.005
'0:07.468',0.005
'0:07.470',0.010
'0:07.472',0.015
'0:07.474',0.020
'0:07.476',0.020
'0:07.478',0.020
'0:07.480',0.020
'0:07.482',0.015
'0:07.484',0.015
'0:07.486',0.015
'0:07.488',0.015
'0:07.490',0.020
'0:07.492',0.025
'0:07.494',0.035
'0:07.496',0.040
'0:07.498',0.050
'0:07.500',0.055
'0:07.502',0.060
'0:07.504',0.065
'0:07.506',0.065
'0:07.508',0.070
'0:07.510',0.070
'0:07.512',0.075
'0:07.514',0.080
'0:07.516',0.085
'0:07.518',0.090
'0:07.520',0.100
'0:07.522',0.105
'0:07.524',0.115
'0:07.526',0.120
'0:07.528',0.120
'0:07.530',0.120
'0:07.532',0.120
'0:07.534',0.120
'0:07.536',0.120
'0:07.538',0.120
'0:07.540',0.130
'0:07.542',0.140
'0:07.544',0.155
'0:07.546',0.170
'0:07.548',0.185
'0:07.550',0.195
'0:07.552',0.205
'0:07.554',0.205
'0:07.556',0.205
'0:07.558',0.200
'0:07.560',0.195
'0:07.562',0.185
'0:07.564',0.185
'0:07.566',0.185
'0:07.568',0.195
'0:07.570',0.200
'0:07.572',0.210
'0:07.574',0.215
'0:07.576',0.220
'0:07.578',0.220
'0:07.580',0.220
'0:07.582',0.215
'0:07.584',0.205
'0:07.586',0.200
'0:07.588',0.195
'0:07.590',0.190
'0:07.592',0.185
'0:07.594',0.185
'0:07.596',0.180
'0:07.598',0.175
'0:07.600',0.165
'0:07.602',0.155
'0:07.604',0.140
'0:07.606',0.120
'0:07.608',0.105
'0:07.610',0.090
'0:07.612',0.080
'0:07.614',0.070
'0:07.616',0.065
'0:07.618',0.060
'0:07.620',0.055
'0:07.622',0.055
'0:07.624',0.050
'0:07.626',0.045
'0:07.628',0.035
'0:07.630',0.025
'0:07.632',0.010
'0:07.634',-0.005
'0:07.636',-0.015
'0:07.638',-0.030
'0:07.640',-0.035
'0:07.642',-0.040
'0:07.644',-0.045
'0:07.646',-0.040
'0:07.648',-0.040
'0:07.650',-0.040
'0:07.652',-0.040
'0:07.654',-0.040
'0:07.656',-0.040
'0:07.658',-0.045
'0:07.660',-0.050
'0:07.662',-0.055
'0:07.664',-0.060
'0:07.666',-0.060
'0:07.668',-0.060
'0:07.670',-0.055
'0:07.672',-0.050
'0:07.674',-0.045
'0:07.676',-0.040
'0:07.678',-0.035
'0:07.680',-0.035
'0:07.682',-0.030
'0:07.684',-0.030
'0:07.686',-0.035
'0:07.688',-0.035
'0:07.690',-0.040
'0:07.692',-0.040
'0:07.694',-0.045
'0:07.696',-0.045
'0:07.698',-0.040
'0:07.700',-0.040
'0:07.702',-0.035
'0:07.704',-0.035
'0:07.706',-0.035
'0:07.708',-0.035
'0:07.710',-0.040
'0:07.712',-0.045
'0:07.714',-0.050
'0:07.716',-0.055
'0:07.718',-0.060
'0:07.720',-0.060
'0:07.722',-0.060
'0:07.724',-0.055
'0:07.726',-0.050
'0:07.728',-0.045
'0:07.730',-0.035
'0:07.732',-0.035
'0:07.734',-0.030
'0:07.736',-0.035
'0:07.738',-0.035
'0:07.740',-0.040
'0:07.742',-0.040
'0:07.744',-0.045
'0:07.746',-0.045
'0:07.748',-0.040
'0:07.750',-0.035
'0:07.752',-0.035
'0:07.754',-0.030
'0:07.756',-0.030
'0:07.758',-0.030
'0:07.760',-0.030
'0:07.762',-0.035
'0:07.764',-0.035
'0:07.766',-0.035
'0:07.768',-0.035
'0:07.770',-0.035
'0:07.772',-0.035
'0:07.774',-0.040
'0:07.776',-0.040
'0:07.778',-0.045
'0:07.780',-0.050
'0:07.782',-0.050
'0:07.784',-0.055
'0:07.786',-0.055
'0:07.788',-0.050
'0:07.790',-0.050
'0:07.792',-0.045
'0:07.794',-0.040
'0:07.796',-0.035
'0:07.798',-0.035
'0:07.800',-0.040
'0:07.802',-0.050
'0:07.804',-0.060
'0:07.806',-0.065
'0:07.808',-0.075
'0:07.810',-0.075
'0:07.812',-0.070
'0:07.814',-0.060
'0:07.816',-0.050
'0:07.818',-0.035
'0:07.820',-0.030
'0:07.822',-0.020
'0:07.824',-0.020
'0:07.826',-0.025
'0:07.828',-0.035
'0:07.830',-0.045
'0:07.832',-0.055
'0:07.834',-0.060
'0:07.836',-0.065
'0:07.838',-0.070
'0:07.840',-0.070
'0:07.842',-0.070
'0:07.844',-0.070
'0:07.846',-0.070
'0:07.848',-0.070
'0:07.850',-0.070
'0:07.852',-0.070
'0:07.854',-0.070
'0:07.856',-0.060
'0:07.858',-0.050
'0:07.860',-0.040
'0:07.862',-0.025
'0:07.864',-0.015
'0:07.866',-0.010
'0:07.868',-0.010
'0:07.870',-0.010
'0:07.872',-0.010
'0:07.874',-0.015
'0:07.876',-0.010
'0:07.878',-0.005
'0:07.880',0.005
'0:07.882',0.020
'0:07.884',0.035
'0:07.886',0.045
'0:07.888',0.055
'0:07.890',0.055
'0:07.892',0.045
'0:07.894',0.030
'0:07.896',0.015
'0:07.898',-0.005
'0:07.900',-0.025
'0:07.902',-0.035
'0:07.904',-0.045
'0:07.906',-0.050
'0:07.908',-0.050
'0:07.910',-0.045
'0:07.912',-0.045
'0:07.914',-0.050
'0:07.916',-0.050
'0:07.918',-0.060
'0:07.920',-0.065
'0:07.922',-0.075
'0:07.924',-0.080
'0:07.926',-0.080
'0:07.928',-0.085
'0:07.930',-0.080
'0:07.932',-0.075
'0:07.934',-0.070
'0:07.936',-0.065
'0:07.938',-0.060
'0:07.940',-0.060
'0:07.942',-0.055
'0:07.944',-0.055
'0:07.946',-0.060
'0:07.948',-0.060
'0:07.950',-0.065
'0:07.952',-0.065
'0:07.954',-0.065
'0:07.956',-0.070
'0:07.958',-0.070
'0:07.960',-0.070
'0:07.962',-0.070
'0:07.964',-0.075
'0:07.966',-0.080
'0:07.968',-0.080
'0:07.970',-0.080
'0:07.972',-0.080
'0:07.974',-0.075
'0:07.976',-0.065
'0:07.978',-0.050
'0:07.980',-0.025
'0:07.982',0.005
'0:07.984',0.045
'0:07.986',0.085
'0:07.988',0.130
'0:07.990',0.180
'0:07.992',0.230
'0:07.994',0.280
'0:07.996',0.325
'0:07.998',0.370
'0:08.000',0.405
'0:08.002',0.420
'0:08.004',0.425
'0:08.006',0.400
'0:08.008',0.350
'0:08.010',0.275
'0:08.012',0.180
'0:08.014',0.065
'0:08.016',-0.050
'0:08.018',-0.165
'0:08.020',-0.265
'0:08.022',-0.340
'0:08.024',-0.390
'0:08.026',-0.410
'0:08.028',-0.400
'0:08.030',-0.370
'0:08.032',-0.325
'0:08.034',-0.275
'0:08.036',-0.225
'0:08.038',-0.180
'0:08.040',-0.140
'0:08.042',-0.115
'0:08.044',-0.095
'0:08.046',-0.085
'0:08.048',-0.080
'0:08.050',-0.080
'0:08.052',-0.080
'0:08.054',-0.080
'0:08.056',-0.080
'0:08.058',-0.080
'0:08.060',-0.075
'0:08.062',-0.075
'0:08.064',-0.070
'0:08.066',-0.065
'0:08.068',-0.065
'0:08.070',-0.060
'0:08.072',-0.055
'0:08.074',-0.050
'0:08.076',-0.045
'0:08.078',-0.040
'0:08.080',-0.040
'0:08.082',-0.035
'0:08.084',-0.040
'0:08.086',-0.040
'0:08.088',-0.045
'0:08.090',-0.045
'0:08.092',-0.050
'0:08.094',-0.045
'0:08.096',-0.045
'0:08.098',-0.040
'0:08.100',-0.035
'0:08.102',-0.030
'0:08.104',-0.020
'0:08.106',-0.020
'0:08.108',-0.020
'0:08.110',-0.020
'0:08.112',-0.025
'0:08.114',-0.030
'0:08.116',-0.035
'0:08.118',-0.035
'0:08.120',-0.035
'0:08.122',-0.035
'0:08.124',-0.030
'0:08.126',-0.020
'0:08.128',-0.015
'0:08.130',-0.005
'0:08.132',0.000
'0:08.134',0.010
'0:08.136',0.015
'0:08.138',0.015
'0:08.140',0.020
'0:08.142',0.025
'0:08.144',0.025
'0:08.146',0.025
'0:08.148',0.025
'0:08.150',0.025
'0:08.152',0.025
'0:08.154',0.025
'0:08.156',0.030
'0:08.158',0.035
'0:08.160',0.040
'0:08.162',0.050
'0:08.164',0.060
'0:08.166',0.070
'0:08.168',0.080
'0:08.170',0.090
'0:08.172',0.095
'0:08.174',0.095
'0:08.176',0.100
'0:08.178',0.100
'0:08.180',0.100
'0:08.182',0.105
'0:08.184',0.115
'0:08.186',0.125
'0:08.188',0.135
'0:08.190',0.150
'0:08.192',0.155
'0:08.194',0.165
'0:08.196',0.165
'0:08.198',0.165
'0:08.200',0.160
'0:08.202',0.160
'0:08.204',0.155
'0:08.206',0.155
'0:08.208',0.160
'0:08.210',0.165
'0:08.212',0.175
'0:08.214',0.180
'0:08.216',0.190
'0:08.218',0.195
'0:08.220',0.195
'0:08.222',0.200
'0:08.224',0.200
'0:08.226',0.200
'0:08.228',0.205
'0:08.230',0.210
'0:08.232',0.210
'0:08.234',0.215
'0:08.236',0.215
'0:08.238',0.210
'0:08.240',0.205
'0:08.242',0.195
'0:08.244',0.185
'0:08.246',0.175
'0:08.248',0.165
'0:08.250',0.155
'0:08.252',0.150
'0:08.254',0.150
'0:08.256',0.145
'0:08.258',0.145
'0:08.260',0.140
'0:08.262',0.130
'0:08.264',0.120
'0:08.266',0.105
'0:08.268',0.090
'0:08.270',0.075
'0:08.272',0.065
'0:08.274',0.055
'0:08.276',0.050
'0:08.278',0.045
'0:08.280',0.040
'0:08.282',0.040
'0:08.284',0.035
'0:08.286',0.025
'0:08.288',0.020
'0:08.290',0.010
'0:08.292',-0.005
'0:08.294',-0.010
'0:08.296',-0.020
'0:08.298',-0.025
'0:08.300',-0.030
'0:08.302',-0.030
'0:08.304',-0.030
'0:08.306',-0.030
'0:08.308',-0.025
'0:08.310',-0.025
'0:08.312',-0.025
'0:08.314',-0.030
'0:08.316',-0.035
'0:08.318',-0.040
'0:08.320',-0.050
'0:08.322',-0.055
'0:08.324',-0.060
'0:08.326',-0.065
'0:08.328',-0.060
'0:08.330',-0.060
'0:08.332',-0.055
'0:08.334',-0.045
'0:08.336',-0.040
'0:08.338',-0.030
'0:08.340',-0.030
'0:08.342',-0.030
'0:08.344',-0.030
'0:08.346',-0.040
'0:08.348',-0.045
'0:08.350',-0.050
'0:08.352',-0.055
'0:08.354',-0.055
'0:08.356',-0.060
'0:08.358',-0.055
'0:08.360',-0.055
'0:08.362',-0.050
'0:08.364',-0.050
'0:08.366',-0.045
'0:08.368',-0.040
'0:08.370',-0.040
'0:08.372',-0.035
'0:08.374',-0.030
'0:08.376',-0.025
'0:08.378',-0.025
'0:08.380',-0.025
'0:08.382',-0.025
'0:08.384',-0.030
'0:08.386',-0.040
'0:08.388',-0.045
'0:08.390',-0.050
'0:08.392',-0.055
'0:08.394',-0.055
'0:08.396',-0.050
'0:08.398',-0.045
'0:08.400',-0.035
'0:08.402',-0.025
'0:08.404',-0.015
'0:08.406',-0.015
'0:08.408',-0.015
'0:08.410',-0.020
'0:08.412',-0.030
'0:08.414',-0.040
'0:08.416',-0.050
'0:08.418',-0.055
'0:08.420',-0.060
'0:08.422',-0.060
'0:08.424',-0.060
'0:08.426',-0.055
'0:08.428',-0.050
'0:08.430',-0.045
'0:08.432',-0.045
'0:08.434',-0.045
'0:08.436',-0.045
'0:08.438',-0.050
'0:08.440',-0.050
'0:08.442',-0.055
'0:08.444',-0.060
'0:08.446',-0.060
'0:08.448',-0.055
'0:08.450',-0.055
'0:08.452',-0.045
'0:08.454',-0.040
'0:08.456',-0.030
'0:08.458',-0.025
'0:08.460',-0.015
'0:08.462',-0.010
'0:08.464',-0.010
'0:08.466',-0.010
'0:08.468',-0.015
'0:08.470',-0.020
'0:08.472',-0.030
'0:08.474',-0.040
'0:08.476',-0.045
'0:08.478',-0.055
'0:08.480',-0.055
'0:08.482',-0.050
'0:08.484',-0.045
'0:08.486',-0.040
'0:08.488',-0.030
'0:08.490',-0.020
'0:08.492',-0.010
'0:08.494',0.000
'0:08.496',0.005
'0:08.498',0.005
'0:08.500',0.005
'0:08.502',0.005
'0:08.504',0.000
'0:08.506',0.000
'0:08.508',-0.005
'0:08.510',-0.005
'0:08.512',-0.010
'0:08.514',-0.010
'0:08.516',-0.015
'0:08.518',-0.020
'0:08.520',-0.025
'0:08.522',-0.030
'0:08.524',-0.035
'0:08.526',-0.040
'0:08.528',-0.045
'0:08.530',-0.050
'0:08.532',-0.055
'0:08.534',-0.060
'0:08.536',-0.065
'0:08.538',-0.075
'0:08.540',-0.080
'0:08.542',-0.085
'0:08.544',-0.090
'0:08.546',-0.090
'0:08.548',-0.085
'0:08.550',-0.080
'0:08.552',-0.075
'0:08.554',-0.065
'0:08.556',-0.055
'0:08.558',-0.050
'0:08.560',-0.050
'0:08.562',-0.050
'0:08.564',-0.060
'0:08.566',-0.065
'0:08.568',-0.075
'0:08.570',-0.085
'0:08.572',-0.090
'0:08.574',-0.090
'0:08.576',-0.090
'0:08.578',-0.085
'0:08.580',-0.080
'0:08.582',-0.075
'0:08.584',-0.075
'0:08.586',-0.075
'0:08.588',-0.075
'0:08.590',-0.080
'0:08.592',-0.075
'0:08.594',-0.070
'0:08.596',-0.055
'0:08.598',-0.025
'0:08.600',0.010
'0:08.602',0.055
'0:08.604',0.105
'0:08.606',0.160
'0:08.608',0.215
'0:08.610',0.265
'0:08.612',0.310
'0:08.614',0.350
'0:08.616',0.385
'0:08.618',0.405
'0:08.620',0.415
'0:08.622',0.410
'0:08.624',0.390
'0:08.626',0.340
'0:08.628',0.270
'0:08.630',0.180
'0:08.632',0.070
'0:08.634',-0.055
'0:08.636',-0.175
'0:08.638',-0.280
'0:08.640',-0.370
'0:08.642',-0.425
'0:08.644',-0.445
'0:08.646',-0.435
'0:08.648',-0.395
'0:08.650',-0.340
'0:08.652',-0.270
'0:08.654',-0.205
'0:08.656',-0.145
'0:08.658',-0.105
'0:08.660',-0.075
'0:08.662',-0.065
'0:08.664',-0.065
'0:08.666',-0.070
'0:08.668',-0.075
'0:08.670',-0.080
'0:08.672',-0.085
'0:08.674',-0.080
'0:08.676',-0.075
'0:08.678',-0.070
'0:08.680',-0.070
'0:08.682',-0.065
'0:08.684',-0.065
'0:08.686',-0.070
'0:08.688',-0.070
'0:08.690',-0.070
'0:08.692',-0.070
'0:08.694',-0.070
'0:08.696',-0.065
'0:08.698',-0.065
'0:08.700',-0.060
'0:08.702',-0.060
'0:08.704',-0.065
'0:08.706',-0.070
'0:08.708',-0.075
'0:08.710',-0.075
'0:08.712',-0.075
'0:08.714',-0.065
'0:08.716',-0.055
'0:08.718',-0.045
'0:08.720',-0.030
'0:08.722',-0.015
'0:08.724',-0.010
'0:08.726',-0.005
'0:08.728',-0.005
'0:08.730',-0.005
'0:08.732',-0.010
'0:08.734',-0.015
'0:08.736',-0.020
'0:08.738',-0.020
'0:08.740',-0.015
'0:08.742',-0.010
'0:08.744',-0.005
'0:08.746',0.000
'0:08.748',0.005
'0:08.750',0.005
'0:08.752',0.005
'0:08.754',0.005
'0:08.756',0.010
'0:08.758',0.015
'0:08.760',0.020
'0:08.762',0.025
'0:08.764',0.030
'0:08.766',0.035
'0:08.768',0.035
'0:08.770',0.030
'0:08.772',0.025
'0:08.774',0.015
'0:08.776',0.010
'0:08.778',0.010
'0:08.780',0.015
'0:08.782',0.030
'0:08.784',0.045
'0:08.786',0.070
'0:08.788',0.090
'0:08.790',0.105
'0:08.792',0.120
'0:08.794',0.125
'0:08.796',0.125
'0:08.798',0.120
'0:08.800',0.115
'0:08.802',0.110
'0:08.804',0.110
'0:08.806',0.110
'0:08.808',0.120
'0:08.810',0.130
'0:08.812',0.145
'0:08.814',0.155
'0:08.816',0.165
'0:08.818',0.170
'0:08.820',0.175
'0:08.822',0.175
'0:08.824',0.170
'0:08.826',0.170
'0:08.828',0.170
'0:08.830',0.170
'0:08.832',0.170
'0:08.834',0.175
'0:08.836',0.180
'0:08.838',0.185
'0:08.840',0.185
'0:08.842',0.185
'0:08.844',0.185
'0:08.846',0.180
'0:08.848',0.175
'0:08.850',0.175
'0:08.852',0.175
'0:08.854',0.175
'0:08.856',0.185
'0:08.858',0.195
'0:08.860',0.205
'0:08.862',0.210
'0:08.864',0.210
'0:08.866',0.205
'0:08.868',0.195
'0:08.870',0.175
'0:08.872',0.150
'0:08.874',0.125
'0:08.876',0.105
'0:08.878',0.085
'0:08.880',0.075
'0:08.882',0.065
'0:08.884',0.065
'0:08.886',0.065
'0:08.888',0.065
'0:08.890',0.060
'0:08.892',0.055
'0:08.894',0.045
'0:08.896',0.035
'0:08.898',0.015
'0:08.900',0.000
'0:08.902',-0.010
'0:08.904',-0.025
'0:08.906',-0.030
'0:08.908',-0.030
'0:08.910',-0.030
'0:08.912',-0.030
'0:08.914',-0.025
'0:08.916',-0.025
'0:08.918',-0.025
'0:08.920',-0.025
'0:08.922',-0.030
'0:08.924',-0.035
'0:08.926',-0.040
'0:08.928',-0.045
'0:08.930',-0.050
'0:08.932',-0.050
'0:08.934',-0.050
'0:08.936',-0.055
'0:08.938',-0.055
'0:08.940',-0.055
'0:08.942',-0.055
'0:08.944',-0.055
'0:08.946',-0.055
'0:08.948',-0.055
'0:08.950',-0.055
'0:08.952',-0.055
'0:08.954',-0.050
'0:08.956',-0.045
'0:08.958',-0.045
'0:08.960',-0.040
'0:08.962',-0.045
'0:08.964',-0.045
'0:08.966',-0.055
'0:08.968',-0.060
'0:08.970',-0.070
'0:08.972',-0.075
'0:08.974',-0.075
'0:08.976',-0.075
'0:08.978',-0.065
'0:08.980',-0.055
'0:08.982',-0.045
'0:08.984',-0.035
'0:08.986',-0.025
'0:08.988',-0.020
'0:08.990',-0.025
'0:08.992',-0.030
'0:08.994',-0.040
'0:08.996',-0.050
'0:08.998',-0.060
'0:09.000',-0.065
'0:09.002',-0.065
'0:09.004',-0.060
'0:09.006',-0.055
'0:09.008',-0.045
'0:09.010',-0.035
'0:09.012',-0.030
'0:09.014',-0.025
'0:09.016',-0.025
'0:09.018',-0.030
'0:09.020',-0.035
'0:09.022',-0.040
'0:09.024',-0.050
'0:09.026',-0.055
'0:09.028',-0.060
'0:09.030',-0.060
'0:09.032',-0.055
'0:09.034',-0.050
'0:09.036',-0.045
'0:09.038',-0.040
'0:09.040',-0.035
'0:09.042',-0.035
'0:09.044',-0.035
'0:09.046',-0.040
'0:09.048',-0.045
'0:09.050',-0.055
'0:09.052',-0.065
'0:09.054',-0.070
'0:09.056',-0.070
'0:09.058',-0.070
'0:09.060',-0.065
'0:09.062',-0.055
'0:09.064',-0.050
'0:09.066',-0.040
'0:09.068',-0.035
'0:09.070',-0.035
'0:09.072',-0.030
'0:09.074',-0.035
'0:09.076',-0.035
'0:09.078',-0.040
'0:09.080',-0.040
'0:09.082',-0.040
'0:09.084',-0.045
'0:09.086',-0.045
'0:09.088',-0.050
'0:09.090',-0.055
'0:09.092',-0.060
'0:09.094',-0.065
'0:09.096',-0.070
'0:09.098',-0.070
'0:09.100',-0.065
'0:09.102',-0.055
'0:09.104',-0.045
'0:09.106',-0.035
'0:09.108',-0.025
'0:09.110',-0.015
'0:09.112',-0.010
'0:09.114',-0.010
'0:09.116',-0.010
'0:09.118',-0.010
'0:09.120',-0.005
'0:09.122',0.000
'0:09.124',0.005
'0:09.126',0.015
'0:09.128',0.025
'0:09.130',0.030
'0:09.132',0.030
'0:09.134',0.025
'0:09.136',0.010
'0:09.138',-0.005
'0:09.140',-0.030
'0:09.142',-0.050
'0:09.144',-0.065
'0:09.146',-0.075
'0:09.148',-0.075
'0:09.150',-0.075
'0:09.152',-0.065
'0:09.154',-0.060
'0:09.156',-0.055
'0:09.158',-0.050
'0:09.160',-0.055
'0:09.162',-0.060
'0:09.164',-0.070
'0:09.166',-0.075
'0:09.168',-0.080
'0:09.170',-0.085
'0:09.172',-0.085
'0:09.174',-0.080
'0:09.176',-0.080
'0:09.178',-0.080
'0:09.180',-0.080
'0:09.182',-0.080
'0:09.184',-0.085
'0:09.186',-0.085
'0:09.188',-0.090
'0:09.190',-0.085
'0:09.192',-0.080
'0:09.194',-0.070
'0:09.196',-0.065
'0:09.198',-0.060
'0:09.200',-0.055
'0:09.202',-0.055
'0:09.204',-0.065
'0:09.206',-0.070
'0:09.208',-0.080
'0:09.210',-0.085
'0:09.212',-0.080
'0:09.214',-0.065
'0:09.216',-0.045
'0:09.218',-0.015
'0:09.220',0.025
'0:09.222',0.065
'0:09.224',0.110
'0:09.226',0.155
'0:09.228',0.200
'0:09.230',0.245
'0:09.232',0.290
'0:09.234',0.335
'0:09.236',0.375
'0:09.238',0.410
'0:09.240',0.425
'0:09.242',0.425
'0:09.244',0.400
'0:09.246',0.345
'0:09.248',0.260
'0:09.250',0.155
'0:09.252',0.035
'0:09.254',-0.095
'0:09.256',-0.210
'0:09.258',-0.310
'0:09.260',-0.380
'0:09.262',-0.420
'0:09.264',-0.425
'0:09.266',-0.400
'0:09.268',-0.355
'0:09.270',-0.300
'0:09.272',-0.235
'0:09.274',-0.180
'0:09.276',-0.130
'0:09.278',-0.100
'0:09.280',-0.075
'0:09.282',-0.065
'0:09.284',-0.065
'0:09.286',-0.070
'0:09.288',-0.075
'0:09.290',-0.080
'0:09.292',-0.080
'0:09.294',-0.080
'0:09.296',-0.075
'0:09.298',-0.070
'0:09.300',-0.065
'0:09.302',-0.055
'0:09.304',-0.050
'0:09.306',-0.050
'0:09.308',-0.050
'0:09.310',-0.050
'0:09.312',-0.055
'0:09.314',-0.060
'0:09.316',-0.065
'0:09.318',-0.065
'0:09.320',-0.065
'0:09.322',-0.060
'0:09.324',-0.055
'0:09.326',-0.045
'0:09.328',-0.040
'0:09.330',-0.030
'0:09.332',-0.025
'0:09.334',-0.025
'0:09.336',-0.020
'0:09.338',-0.020
'0:09.340',-0.020
'0:09.342',-0.025
'0:09.344',-0.025
'0:09.346',-0.025
'0:09.348',-0.030
'0:09.350',-0.030
'0:09.352',-0.030
'0:09.354',-0.035
'0:09.356',-0.035
'0:09.358',-0.035
'0:09.360',-0.035
'0:09.362',-0.035
'0:09.364',-0.030
'0:09.366',-0.020
'0:09.368',-0.010
'0:09.370',0.000
'0:09.372',0.010
'0:09.374',0.020
'0:09.376',0.025
'0:09.378',0.030
'0:09.380',0.030
'0:09.382',0.030
'0:09.384',0.025
'0:09.386',0.025
'0:09.388',0.030
'0:09.390',0.030
'0:09.392',0.035
'0:09.394',0.040
'0:09.396',0.050
'0:09.398',0.055
'0:09.400',0.055
'0:09.402',0.060
'0:09.404',0.060
'0:09.406',0.055
'0:09.408',0.055
'0:09.410',0.055
'0:09.412',0.060
'0:09.414',0.065
'0:09.416',0.075
'0:09.418',0.085
'0:09.420',0.095
'0:09.422',0.105
'0:09.424',0.115
'0:09.426',0.125
'0:09.428',0.130
'0:09.430',0.135
'0:09.432',0.140
'0:09.434',0.140
'0:09.436',0.145
'0:09.438',0.150
'0:09.440',0.150
'0:09.442',0.155
'0:09.444',0.160
'0:09.446',0.165
'0:09.448',0.165
'0:09.450',0.165
'0:09.452',0.165
'0:09.454',0.165
'0:09.456',0.165
'0:09.458',0.170
'0:09.460',0.170
'0:09.462',0.175
'0:09.464',0.180
'0:09.466',0.185
'0:09.468',0.190
'0:09.470',0.195
'0:09.472',0.195
'0:09.474',0.195
'0:09.476',0.190
'0:09.478',0.180
'0:09.480',0.170
'0:09.482',0.160
'0:09.484',0.150
'0:09.486',0.140
'0:09.488',0.135
'0:09.490',0.130
'0:09.492',0.125
'0:09.494',0.125
'0:09.496',0.120
'0:09.498',0.115
'0:09.500',0.110
'0:09.502',0.105
'0:09.504',0.095
'0:09.506',0.080
'0:09.508',0.070
'0:09.510',0.055
'0:09.512',0.045
'0:09.514',0.035
'0:09.516',0.025
'0:09.518',0.020
'0:09.520',0.010
'0:09.522',0.005
'0:09.524',0.000
'0:09.526',-0.010
'0:09.528',-0.015
'0:09.530',-0.020
'0:09.532',-0.025
'0:09.534',-0.030
'0:09.536',-0.035
'0:09.538',-0.035
'0:09.540',-0.035
'0:09.542',-0.035
'0:09.544',-0.035
'0:09.546',-0.035
'0:09.548',-0.040
'0:09.550',-0.040
'0:09.552',-0.045
'0:09.554',-0.050
'0:09.556',-0.055
'0:09.558',-0.055
'0:09.560',-0.055
'0:09.562',-0.060
'0:09.564',-0.055
'0:09.566',-0.055
'0:09.568',-0.055
'0:09.570',-0.050
'0:09.572',-0.045
'0:09.574',-0.045
'0:09.576',-0.045
'0:09.578',-0.040
