'Elapsed time','D3'
'0:45.964',7.700
'0:45.968',7.690
'0:45.972',7.700
'0:45.976',7.710
'0:45.980',7.685
'0:45.984',7.700
'0:45.988',7.685
'0:45.992',7.690
'0:45.996',7.685
'0:46.000',7.690
'0:46.004',7.685
'0:46.008',7.710
'0:46.012',7.700
'0:46.016',7.685
'0:46.020',7.675
'0:46.024',7.675
'0:46.028',7.685
'0:46.032',7.675
'0:46.036',7.665
'0:46.040',7.690
'0:46.044',7.685
'0:46.048',7.675
'0:46.052',7.675
'0:46.056',7.675
'0:46.060',7.665
'0:46.064',7.650
'0:46.068',7.640
'0:46.072',7.685
'0:46.076',7.675
'0:46.080',7.675
'0:46.084',7.675
'0:46.088',7.685
'0:46.092',7.655
'0:46.096',7.650
'0:46.100',7.665
'0:46.104',7.675
'0:46.108',7.685
'0:46.112',7.685
'0:46.116',7.665
'0:46.120',7.655
'0:46.124',7.675
'0:46.128',7.685
'0:46.132',7.690
'0:46.136',7.700
'0:46.140',7.685
'0:46.144',7.685
'0:46.148',7.690
'0:46.152',7.675
'0:46.156',7.650
'0:46.160',7.640
'0:46.164',7.630
'0:46.168',7.640
'0:46.172',7.640
'0:46.176',7.640
'0:46.180',7.640
'0:46.184',7.650
'0:46.188',7.665
'0:46.192',7.655
'0:46.196',7.640
'0:46.200',7.650
'0:46.204',7.655
'0:46.208',7.655
'0:46.212',7.665
'0:46.216',7.655
'0:46.220',7.665
'0:46.224',7.665
'0:46.228',7.665
'0:46.232',7.655
'0:46.236',7.640
'0:46.240',7.630
'0:46.244',7.640
'0:46.248',7.565
'0:46.252',7.480
'0:46.256',7.300
'0:46.260',7.100
'0:46.264',6.950
'0:46.268',6.915
'0:46.272',6.810
'0:46.276',6.675
'0:46.280',6.890
'0:46.284',7.315
'0:46.288',7.600
'0:46.292',7.845
'0:46.296',7.955
'0:46.300',7.915
'0:46.304',7.735
'0:46.308',7.630
'0:46.312',7.570
'0:46.316',7.545
'0:46.320',7.565
'0:46.324',7.545
'0:46.328',7.555
'0:46.332',7.570
'0:46.336',7.580
'0:46.340',7.570
'0:46.344',7.590
'0:46.348',7.565
'0:46.352',7.565
'0:46.356',7.555
'0:46.360',7.570
'0:46.364',7.555
'0:46.368',7.545
'0:46.372',7.555
'0:46.376',7.540
'0:46.380',7.540
'0:46.384',7.545
'0:46.388',7.565
'0:46.392',7.540
'0:46.396',7.540
'0:46.400',7.540
'0:46.404',7.540
'0:46.408',7.510
'0:46.412',7.510
'0:46.416',7.510
'0:46.420',7.520
'0:46.424',7.505
'0:46.428',7.505
'0:46.432',7.495
'0:46.436',7.485
'0:46.440',7.485
'0:46.444',7.480
'0:46.448',7.470
'0:46.452',7.445
'0:46.456',7.435
'0:46.460',7.460
'0:46.464',7.435
'0:46.468',7.420
'0:46.472',7.420
'0:46.476',7.390
'0:46.480',7.350
'0:46.484',7.365
'0:46.488',7.350
'0:46.492',7.325
'0:46.496',7.300
'0:46.500',7.275
'0:46.504',7.255
'0:46.508',7.215
'0:46.512',7.185
'0:46.516',7.155
'0:46.520',7.130
'0:46.524',7.085
'0:46.528',7.050
'0:46.532',7.015
'0:46.536',6.990
'0:46.540',6.975
'0:46.544',6.915
'0:46.548',6.915
'0:46.552',6.880
'0:46.556',6.870
'0:46.560',6.845
'0:46.564',6.845
'0:46.568',6.845
'0:46.572',6.865
'0:46.576',6.890
'0:46.580',6.950
'0:46.584',6.990
'0:46.588',7.060
'0:46.592',7.120
'0:46.596',7.185
'0:46.600',7.255
'0:46.604',7.305
'0:46.608',7.360
'0:46.612',7.410
'0:46.616',7.435
'0:46.620',7.470
'0:46.624',7.505
'0:46.628',7.510
'0:46.632',7.540
'0:46.636',7.545
'0:46.640',7.555
'0:46.644',7.565
'0:46.648',7.580
'0:46.652',7.605
'0:46.656',7.580
'0:46.660',7.600
'0:46.664',7.605
'0:46.668',7.600
'0:46.672',7.605
'0:46.676',7.605
'0:46.680',7.615
'0:46.684',7.615
'0:46.688',7.615
'0:46.692',7.605
'0:46.696',7.640
'0:46.700',7.630
'0:46.704',7.605
'0:46.708',7.615
'0:46.712',7.605
'0:46.716',7.640
'0:46.720',7.615
'0:46.724',7.605
'0:46.728',7.615
'0:46.732',7.605
'0:46.736',7.605
'0:46.740',7.600
'0:46.744',7.605
'0:46.748',7.615
'0:46.752',7.600
'0:46.756',7.600
'0:46.760',7.605
'0:46.764',7.600
'0:46.768',7.600
'0:46.772',7.600
'0:46.776',7.615
'0:46.780',7.625
'0:46.784',7.600
'0:46.788',7.615
'0:46.792',7.625
'0:46.796',7.615
'0:46.800',7.615
'0:46.804',7.615
'0:46.808',7.615
'0:46.812',7.615
'0:46.816',7.615
'0:46.820',7.605
'0:46.824',7.640
'0:46.828',7.630
'0:46.832',7.640
'0:46.836',7.640
'0:46.840',7.640
'0:46.844',7.655
'0:46.848',7.640
'0:46.852',7.630
'0:46.856',7.640
'0:46.860',7.640
'0:46.864',7.630
'0:46.868',7.640
'0:46.872',7.650
'0:46.876',7.640
'0:46.880',7.640
'0:46.884',7.640
'0:46.888',7.690
'0:46.892',7.655
'0:46.896',7.650
'0:46.900',7.625
'0:46.904',7.640
'0:46.908',7.640
'0:46.912',7.640
'0:46.916',7.650
'0:46.920',7.655
'0:46.924',7.640
'0:46.928',7.655
'0:46.932',7.630
'0:46.936',7.650
'0:46.940',7.640
'0:46.944',7.640
'0:46.948',7.640
'0:46.952',7.675
'0:46.956',7.640
'0:46.960',7.650
'0:46.964',7.640
'0:46.968',7.650
'0:46.972',7.650
'0:46.976',7.650
'0:46.980',7.640
'0:46.984',7.640
'0:46.988',7.640
'0:46.992',7.650
'0:46.996',7.650
'0:47.000',7.640
'0:47.004',7.650
'0:47.008',7.630
'0:47.012',7.640
'0:47.016',7.640
'0:47.020',7.640
'0:47.024',7.650
'0:47.028',7.640
'0:47.032',7.640
'0:47.036',7.630
'0:47.040',7.640
'0:47.044',7.640
'0:47.048',7.630
'0:47.052',7.630
'0:47.056',7.625
'0:47.060',7.630
'0:47.064',7.640
'0:47.068',7.630
'0:47.072',7.630
'0:47.076',7.640
'0:47.080',7.650
'0:47.084',7.640
'0:47.088',7.640
'0:47.092',7.640
'0:47.096',7.640
'0:47.100',7.615
'0:47.104',7.640
'0:47.108',7.640
'0:47.112',7.650
'0:47.116',7.630
'0:47.120',7.650
'0:47.124',7.665
'0:47.128',7.640
'0:47.132',7.630
'0:47.136',7.630
'0:47.140',7.630
'0:47.144',7.640
'0:47.148',7.630
'0:47.152',7.640
'0:47.156',7.640
'0:47.160',7.640
'0:47.164',7.630
'0:47.168',7.625
'0:47.172',7.630
'0:47.176',7.630
'0:47.180',7.630
'0:47.184',7.630
'0:47.188',7.665
'0:47.192',7.640
'0:47.196',7.630
'0:47.200',7.625
'0:47.204',7.630
'0:47.208',7.640
'0:47.212',7.640
'0:47.216',7.630
'0:47.220',7.640
'0:47.224',7.640
'0:47.228',7.630
'0:47.232',7.640
'0:47.236',7.640
'0:47.240',7.630
'0:47.244',7.650
'0:47.248',7.640
'0:47.252',7.640
'0:47.256',7.665
'0:47.260',7.665
'0:47.264',7.665
'0:47.268',7.655
'0:47.272',7.640
'0:47.276',7.625
'0:47.280',7.605
'0:47.284',7.600
'0:47.288',7.590
'0:47.292',7.580
'0:47.296',7.630
'0:47.300',7.615
'0:47.304',7.600
'0:47.308',7.615
'0:47.312',7.615
'0:47.316',7.625
'0:47.320',7.625
'0:47.324',7.625
'0:47.328',7.615
'0:47.332',7.615
'0:47.336',7.615
'0:47.340',7.640
'0:47.344',7.605
'0:47.348',7.600
'0:47.352',7.605
'0:47.356',7.605
'0:47.360',7.650
'0:47.364',7.640
'0:47.368',7.625
'0:47.372',7.580
'0:47.376',7.505
'0:47.380',7.300
'0:47.384',7.075
'0:47.388',6.955
'0:47.392',6.870
'0:47.396',6.745
'0:47.400',6.630
'0:47.404',6.810
'0:47.408',7.240
'0:47.412',7.570
'0:47.416',7.745
'0:47.420',7.775
'0:47.424',7.700
'0:47.428',7.565
'0:47.432',7.520
'0:47.436',7.495
'0:47.440',7.505
'0:47.444',7.505
'0:47.448',7.520
'0:47.452',7.520
'0:47.456',7.540
'0:47.460',7.540
'0:47.464',7.530
'0:47.468',7.540
'0:47.472',7.530
'0:47.476',7.530
'0:47.480',7.520
'0:47.484',7.505
'0:47.488',7.510
'0:47.492',7.505
'0:47.496',7.505
'0:47.500',7.510
'0:47.504',7.520
'0:47.508',7.505
'0:47.512',7.505
'0:47.516',7.510
'0:47.520',7.495
'0:47.524',7.505
'0:47.528',7.485
'0:47.532',7.510
'0:47.536',7.480
'0:47.540',7.485
'0:47.544',7.485
'0:47.548',7.480
'0:47.552',7.480
'0:47.556',7.470
'0:47.560',7.470
'0:47.564',7.470
'0:47.568',7.470
'0:47.572',7.445
'0:47.576',7.435
'0:47.580',7.435
'0:47.584',7.425
'0:47.588',7.420
'0:47.592',7.410
'0:47.596',7.375
'0:47.600',7.410
'0:47.604',7.390
'0:47.608',7.365
'0:47.612',7.375
'0:47.616',7.360
'0:47.620',7.335
'0:47.624',7.305
'0:47.628',7.300
'0:47.632',7.275
'0:47.636',7.265
'0:47.640',7.230
'0:47.644',7.195
'0:47.648',7.180
'0:47.652',7.145
'0:47.656',7.130
'0:47.660',7.070
'0:47.664',7.050
'0:47.668',7.025
'0:47.672',7.000
'0:47.676',6.980
'0:47.680',6.975
'0:47.684',6.950
'0:47.688',6.930
'0:47.692',6.955
'0:47.696',6.965
'0:47.700',7.000
'0:47.704',7.025
'0:47.708',7.070
'0:47.712',7.110
'0:47.716',7.160
'0:47.720',7.240
'0:47.724',7.265
'0:47.728',7.315
'0:47.732',7.360
'0:47.736',7.410
'0:47.740',7.420
'0:47.744',7.435
'0:47.748',7.485
'0:47.752',7.495
'0:47.756',7.505
'0:47.760',7.520
'0:47.764',7.530
'0:47.768',7.570
'0:47.772',7.545
'0:47.776',7.545
'0:47.780',7.540
'0:47.784',7.540
'0:47.788',7.545
'0:47.792',7.565
'0:47.796',7.545
'0:47.800',7.555
'0:47.804',7.555
'0:47.808',7.540
'0:47.812',7.565
'0:47.816',7.545
'0:47.820',7.555
'0:47.824',7.555
'0:47.828',7.565
'0:47.832',7.580
'0:47.836',7.565
'0:47.840',7.570
'0:47.844',7.570
'0:47.848',7.570
'0:47.852',7.570
'0:47.856',7.570
'0:47.860',7.570
'0:47.864',7.580
'0:47.868',7.570
'0:47.872',7.565
'0:47.876',7.570
'0:47.880',7.570
'0:47.884',7.570
'0:47.888',7.580
'0:47.892',7.590
'0:47.896',7.590
'0:47.900',7.580
'0:47.904',7.600
'0:47.908',7.600
'0:47.912',7.580
'0:47.916',7.580
'0:47.920',7.590
'0:47.924',7.580
'0:47.928',7.605
'0:47.932',7.605
'0:47.936',7.590
'0:47.940',7.605
'0:47.944',7.605
'0:47.948',7.600
'0:47.952',7.600
'0:47.956',7.600
'0:47.960',7.605
'0:47.964',7.600
'0:47.968',7.600
'0:47.972',7.600
'0:47.976',7.605
'0:47.980',7.600
'0:47.984',7.625
'0:47.988',7.605
'0:47.992',7.605
'0:47.996',7.615
'0:48.000',7.600
'0:48.004',7.640
'0:48.008',7.605
'0:48.012',7.615
'0:48.016',7.605
'0:48.020',7.615
'0:48.024',7.625
'0:48.028',7.625
'0:48.032',7.615
'0:48.036',7.605
'0:48.040',7.615
'0:48.044',7.615
'0:48.048',7.615
'0:48.052',7.615
'0:48.056',7.605
'0:48.060',7.605
'0:48.064',7.615
'0:48.068',7.640
'0:48.072',7.625
'0:48.076',7.615
'0:48.080',7.615
'0:48.084',7.630
'0:48.088',7.625
'0:48.092',7.630
'0:48.096',7.630
'0:48.100',7.630
'0:48.104',7.630
'0:48.108',7.625
'0:48.112',7.625
'0:48.116',7.615
'0:48.120',7.625
'0:48.124',7.625
'0:48.128',7.625
'0:48.132',7.640
'0:48.136',7.615
'0:48.140',7.625
'0:48.144',7.625
'0:48.148',7.615
'0:48.152',7.625
'0:48.156',7.640
'0:48.160',7.615
'0:48.164',7.615
'0:48.168',7.625
'0:48.172',7.625
'0:48.176',7.665
'0:48.180',7.640
'0:48.184',7.615
'0:48.188',7.630
'0:48.192',7.630
'0:48.196',7.640
'0:48.200',7.640
'0:48.204',7.630
'0:48.208',7.650
'0:48.212',7.650
'0:48.216',7.625
'0:48.220',7.630
'0:48.224',7.640
'0:48.228',7.630
'0:48.232',7.640
'0:48.236',7.630
'0:48.240',7.655
'0:48.244',7.630
'0:48.248',7.640
'0:48.252',7.640
'0:48.256',7.615
'0:48.260',7.615
'0:48.264',7.640
'0:48.268',7.630
'0:48.272',7.630
'0:48.276',7.640
'0:48.280',7.640
'0:48.284',7.630
'0:48.288',7.630
'0:48.292',7.630
'0:48.296',7.615
'0:48.300',7.630
'0:48.304',7.640
'0:48.308',7.630
'0:48.312',7.625
'0:48.316',7.615
'0:48.320',7.615
'0:48.324',7.615
'0:48.328',7.625
'0:48.332',7.615
'0:48.336',7.615
'0:48.340',7.600
'0:48.344',7.605
'0:48.348',7.615
'0:48.352',7.615
'0:48.356',7.625
'0:48.360',7.625
'0:48.364',7.615
'0:48.368',7.625
'0:48.372',7.615
'0:48.376',7.625
'0:48.380',7.600
'0:48.384',7.600
'0:48.388',7.600
'0:48.392',7.615
'0:48.396',7.605
'0:48.400',7.615
'0:48.404',7.600
'0:48.408',7.600
'0:48.412',7.630
'0:48.416',7.615
'0:48.420',7.605
'0:48.424',7.600
'0:48.428',7.615
'0:48.432',7.625
'0:48.436',7.615
'0:48.440',7.605
'0:48.444',7.615
'0:48.448',7.605
'0:48.452',7.600
'0:48.456',7.625
'0:48.460',7.615
'0:48.464',7.615
'0:48.468',7.615
'0:48.472',7.600
'0:48.476',7.605
'0:48.480',7.565
'0:48.484',7.565
'0:48.488',7.565
'0:48.492',7.545
'0:48.496',7.540
'0:48.500',7.565
'0:48.504',7.570
'0:48.508',7.570
'0:48.512',7.580
'0:48.516',7.570
'0:48.520',7.570
'0:48.524',7.570
'0:48.528',7.570
'0:48.532',7.570
'0:48.536',7.570
'0:48.540',7.570
'0:48.544',7.565
'0:48.548',7.565
'0:48.552',7.570
'0:48.556',7.565
'0:48.560',7.570
'0:48.564',7.570
'0:48.568',7.615
'0:48.572',7.600
'0:48.576',7.555
'0:48.580',7.445
'0:48.584',7.220
'0:48.588',7.015
'0:48.592',6.865
'0:48.596',6.715
'0:48.600',6.530
'0:48.604',6.410
'0:48.608',6.640
'0:48.612',7.120
'0:48.616',7.495
'0:48.620',7.690
'0:48.624',7.745
'0:48.628',7.665
'0:48.632',7.545
'0:48.636',7.485
'0:48.640',7.460
'0:48.644',7.470
'0:48.648',7.505
'0:48.652',7.470
'0:48.656',7.495
'0:48.660',7.495
'0:48.664',7.505
'0:48.668',7.495
'0:48.672',7.495
'0:48.676',7.495
'0:48.680',7.480
'0:48.684',7.485
'0:48.688',7.480
'0:48.692',7.495
'0:48.696',7.505
'0:48.700',7.495
'0:48.704',7.485
'0:48.708',7.480
'0:48.712',7.495
'0:48.716',7.470
'0:48.720',7.470
'0:48.724',7.480
'0:48.728',7.470
'0:48.732',7.470
'0:48.736',7.460
'0:48.740',7.460
'0:48.744',7.485
'0:48.748',7.460
'0:48.752',7.445
'0:48.756',7.445
'0:48.760',7.450
'0:48.764',7.445
'0:48.768',7.435
'0:48.772',7.425
'0:48.776',7.435
'0:48.780',7.435
'0:48.784',7.410
'0:48.788',7.410
'0:48.792',7.410
'0:48.796',7.410
'0:48.800',7.385
'0:48.804',7.365
'0:48.808',7.365
'0:48.812',7.360
'0:48.816',7.350
'0:48.820',7.290
'0:48.824',7.315
'0:48.828',7.280
'0:48.832',7.265
'0:48.836',7.265
'0:48.840',7.220
'0:48.844',7.195
'0:48.848',7.160
'0:48.852',7.130
'0:48.856',7.110
'0:48.860',7.075
'0:48.864',7.035
'0:48.868',7.000
'0:48.872',6.955
'0:48.876',6.940
'0:48.880',6.920
'0:48.884',6.855
'0:48.888',6.880
'0:48.892',6.865
'0:48.896',6.865
'0:48.900',6.880
'0:48.904',6.915
'0:48.908',6.950
'0:48.912',6.980
'0:48.916',7.035
'0:48.920',7.095
'0:48.924',7.160
'0:48.928',7.215
'0:48.932',7.265
'0:48.936',7.300
'0:48.940',7.335
'0:48.944',7.390
'0:48.948',7.425
'0:48.952',7.435
'0:48.956',7.460
'0:48.960',7.480
'0:48.964',7.485
'0:48.968',7.495
'0:48.972',7.510
'0:48.976',7.530
'0:48.980',7.530
'0:48.984',7.520
'0:48.988',7.510
'0:48.992',7.510
'0:48.996',7.520
'0:49.000',7.540
'0:49.004',7.545
'0:49.008',7.530
'0:49.012',7.545
'0:49.016',7.540
'0:49.020',7.530
'0:49.024',7.540
'0:49.028',7.540
'0:49.032',7.540
'0:49.036',7.540
'0:49.040',7.540
'0:49.044',7.540
'0:49.048',7.540
'0:49.052',7.545
'0:49.056',7.580
'0:49.060',7.545
'0:49.064',7.555
'0:49.068',7.545
'0:49.072',7.555
'0:49.076',7.565
'0:49.080',7.570
'0:49.084',7.565
'0:49.088',7.565
'0:49.092',7.565
'0:49.096',7.570
'0:49.100',7.570
'0:49.104',7.590
'0:49.108',7.580
'0:49.112',7.590
'0:49.116',7.580
'0:49.120',7.625
'0:49.124',7.605
'0:49.128',7.600
'0:49.132',7.600
'0:49.136',7.605
'0:49.140',7.590
'0:49.144',7.590
'0:49.148',7.590
'0:49.152',7.600
'0:49.156',7.600
'0:49.160',7.580
'0:49.164',7.590
'0:49.168',7.600
'0:49.172',7.600
'0:49.176',7.605
'0:49.180',7.605
'0:49.184',7.605
'0:49.188',7.590
'0:49.192',7.605
'0:49.196',7.605
'0:49.200',7.600
'0:49.204',7.605
'0:49.208',7.605
'0:49.212',7.605
'0:49.216',7.600
'0:49.220',7.600
'0:49.224',7.600
'0:49.228',7.605
'0:49.232',7.600
'0:49.236',7.625
'0:49.240',7.605
'0:49.244',7.605
'0:49.248',7.605
'0:49.252',7.605
'0:49.256',7.625
'0:49.260',7.625
'0:49.264',7.625
'0:49.268',7.625
'0:49.272',7.640
'0:49.276',7.625
'0:49.280',7.615
'0:49.284',7.615
'0:49.288',7.615
'0:49.292',7.650
'0:49.296',7.615
'0:49.300',7.625
'0:49.304',7.625
'0:49.308',7.625
'0:49.312',7.630
'0:49.316',7.615
'0:49.320',7.630
'0:49.324',7.625
'0:49.328',7.615
'0:49.332',7.615
'0:49.336',7.615
'0:49.340',7.625
'0:49.344',7.625
'0:49.348',7.630
'0:49.352',7.625
'0:49.356',7.650
'0:49.360',7.630
'0:49.364',7.630
'0:49.368',7.640
'0:49.372',7.625
'0:49.376',7.625
'0:49.380',7.630
'0:49.384',7.615
'0:49.388',7.640
'0:49.392',7.625
'0:49.396',7.615
'0:49.400',7.630
'0:49.404',7.630
'0:49.408',7.630
'0:49.412',7.630
'0:49.416',7.640
'0:49.420',7.640
'0:49.424',7.630
'0:49.428',7.640
'0:49.432',7.640
'0:49.436',7.630
'0:49.440',7.630
'0:49.444',7.640
'0:49.448',7.640
'0:49.452',7.640
'0:49.456',7.630
'0:49.460',7.640
'0:49.464',7.650
'0:49.468',7.640
'0:49.472',7.640
'0:49.476',7.640
'0:49.480',7.630
'0:49.484',7.630
'0:49.488',7.630
'0:49.492',7.630
'0:49.496',7.640
'0:49.500',7.630
'0:49.504',7.615
'0:49.508',7.640
'0:49.512',7.640
'0:49.516',7.640
'0:49.520',7.625
'0:49.524',7.625
'0:49.528',7.665
'0:49.532',7.640
'0:49.536',7.630
'0:49.540',7.640
'0:49.544',7.615
'0:49.548',7.615
'0:49.552',7.625
'0:49.556',7.640
'0:49.560',7.640
'0:49.564',7.625
'0:49.568',7.625
'0:49.572',7.625
'0:49.576',7.615
'0:49.580',7.625
'0:49.584',7.615
'0:49.588',7.615
'0:49.592',7.640
'0:49.596',7.625
'0:49.600',7.625
'0:49.604',7.625
'0:49.608',7.615
'0:49.612',7.605
'0:49.616',7.605
'0:49.620',7.605
'0:49.624',7.625
'0:49.628',7.605
'0:49.632',7.600
'0:49.636',7.605
'0:49.640',7.615
'0:49.644',7.605
'0:49.648',7.605
'0:49.652',7.630
'0:49.656',7.615
'0:49.660',7.625
'0:49.664',7.615
'0:49.668',7.605
'0:49.672',7.605
'0:49.676',7.605
'0:49.680',7.625
'0:49.684',7.615
'0:49.688',7.625
'0:49.692',7.615
'0:49.696',7.600
'0:49.700',7.605
'0:49.704',7.565
'0:49.708',7.565
'0:49.712',7.555
'0:49.716',7.545
'0:49.720',7.565
'0:49.724',7.570
'0:49.728',7.580
'0:49.732',7.580
'0:49.736',7.600
'0:49.740',7.570
'0:49.744',7.570
'0:49.748',7.570
'0:49.752',7.590
'0:49.756',7.580
'0:49.760',7.570
'0:49.764',7.605
'0:49.768',7.580
'0:49.772',7.580
'0:49.776',7.580
'0:49.780',7.570
'0:49.784',7.590
'0:49.788',7.615
'0:49.792',7.640
'0:49.796',7.615
'0:49.800',7.565
'0:49.804',7.435
'0:49.808',7.180
'0:49.812',6.930
'0:49.816',6.750
'0:49.820',6.555
'0:49.824',6.315
'0:49.828',6.230
'0:49.832',6.580
'0:49.836',7.100
'0:49.840',7.480
'0:49.844',7.745
'0:49.848',7.775
'0:49.852',7.640
'0:49.856',7.555
'0:49.860',7.505
'0:49.864',7.480
'0:49.868',7.470
'0:49.872',7.480
'0:49.876',7.495
'0:49.880',7.505
'0:49.884',7.485
'0:49.888',7.495
'0:49.892',7.505
'0:49.896',7.495
'0:49.900',7.485
'0:49.904',7.495
'0:49.908',7.485
'0:49.912',7.485
'0:49.916',7.480
'0:49.920',7.485
'0:49.924',7.485
'0:49.928',7.480
'0:49.932',7.460
'0:49.936',7.495
'0:49.940',7.460
'0:49.944',7.470
'0:49.948',7.460
'0:49.952',7.445
'0:49.956',7.470
'0:49.960',7.460
'0:49.964',7.450
'0:49.968',7.450
'0:49.972',7.445
'0:49.976',7.435
'0:49.980',7.435
'0:49.984',7.425
'0:49.988',7.420
'0:49.992',7.410
'0:49.996',7.410
'0:50.000',7.425
'0:50.004',7.390
'0:50.008',7.385
'0:50.012',7.365
'0:50.016',7.365
'0:50.020',7.360
'0:50.024',7.350
'0:50.028',7.325
'0:50.032',7.315
'0:50.036',7.300
'0:50.040',7.290
'0:50.044',7.265
'0:50.048',7.245
'0:50.052',7.215
'0:50.056',7.195
'0:50.060',7.160
'0:50.064',7.130
'0:50.068',7.095
'0:50.072',7.060
'0:50.076',7.010
'0:50.080',6.980
'0:50.084',6.955
'0:50.088',6.915
'0:50.092',6.880
'0:50.096',6.845
'0:50.100',6.820
'0:50.104',6.795
'0:50.108',6.760
'0:50.112',6.775
'0:50.116',6.785
'0:50.120',6.805
'0:50.124',6.835
'0:50.128',6.870
'0:50.132',6.940
'0:50.136',7.010
'0:50.140',7.060
'0:50.144',7.145
'0:50.148',7.215
'0:50.152',7.255
'0:50.156',7.300
'0:50.160',7.335
'0:50.164',7.365
'0:50.168',7.420
'0:50.172',7.470
'0:50.176',7.450
'0:50.180',7.470
'0:50.184',7.480
'0:50.188',7.485
'0:50.192',7.520
'0:50.196',7.505
'0:50.200',7.520
'0:50.204',7.510
'0:50.208',7.510
'0:50.212',7.505
'0:50.216',7.530
'0:50.220',7.540
'0:50.224',7.530
'0:50.228',7.540
'0:50.232',7.540
'0:50.236',7.565
'0:50.240',7.540
'0:50.244',7.540
'0:50.248',7.545
'0:50.252',7.545
'0:50.256',7.545
'0:50.260',7.565
'0:50.264',7.565
'0:50.268',7.545
'0:50.272',7.565
'0:50.276',7.545
'0:50.280',7.570
'0:50.284',7.565
'0:50.288',7.580
'0:50.292',7.580
'0:50.296',7.590
'0:50.300',7.580
'0:50.304',7.580
'0:50.308',7.590
'0:50.312',7.580
'0:50.316',7.600
'0:50.320',7.600
'0:50.324',7.600
'0:50.328',7.605
'0:50.332',7.600
'0:50.336',7.600
'0:50.340',7.600
'0:50.344',7.640
'0:50.348',7.600
'0:50.352',7.600
'0:50.356',7.600
'0:50.360',7.605
'0:50.364',7.605
'0:50.368',7.605
'0:50.372',7.615
'0:50.376',7.625
'0:50.380',7.605
'0:50.384',7.605
'0:50.388',7.625
'0:50.392',7.625
'0:50.396',7.625
'0:50.400',7.615
'0:50.404',7.615
'0:50.408',7.655
'0:50.412',7.605
'0:50.416',7.615
'0:50.420',7.625
'0:50.424',7.640
'0:50.428',7.615
'0:50.432',7.625
'0:50.436',7.630
'0:50.440',7.630
'0:50.444',7.640
'0:50.448',7.625
'0:50.452',7.640
'0:50.456',7.640
'0:50.460',7.630
'0:50.464',7.630
'0:50.468',7.640
'0:50.472',7.650
'0:50.476',7.640
'0:50.480',7.630
'0:50.484',7.640
'0:50.488',7.640
'0:50.492',7.630
'0:50.496',7.630
'0:50.500',7.640
'0:50.504',7.650
'0:50.508',7.630
'0:50.512',7.630
'0:50.516',7.640
'0:50.520',7.640
'0:50.524',7.630
'0:50.528',7.640
'0:50.532',7.630
'0:50.536',7.630
'0:50.540',7.640
'0:50.544',7.630
'0:50.548',7.640
'0:50.552',7.655
'0:50.556',7.630
'0:50.560',7.630
'0:50.564',7.630
'0:50.568',7.640
'0:50.572',7.640
'0:50.576',7.630
'0:50.580',7.665
'0:50.584',7.625
'0:50.588',7.615
'0:50.592',7.615
'0:50.596',7.640
'0:50.600',7.655
'0:50.604',7.655
'0:50.608',7.665
'0:50.612',7.675
'0:50.616',7.675
'0:50.620',7.650
'0:50.624',7.650
'0:50.628',7.650
'0:50.632',7.650
'0:50.636',7.655
'0:50.640',7.655
'0:50.644',7.685
'0:50.648',7.655
'0:50.652',7.650
'0:50.656',7.665
'0:50.660',7.665
'0:50.664',7.640
'0:50.668',7.640
'0:50.672',7.650
'0:50.676',7.640
'0:50.680',7.655
'0:50.684',7.640
'0:50.688',7.640
'0:50.692',7.640
'0:50.696',7.640
'0:50.700',7.625
'0:50.704',7.630
'0:50.708',7.640
'0:50.712',7.650
'0:50.716',7.655
'0:50.720',7.650
'0:50.724',7.640
'0:50.728',7.640
'0:50.732',7.625
'0:50.736',7.625
'0:50.740',7.640
'0:50.744',7.640
'0:50.748',7.630
'0:50.752',7.640
'0:50.756',7.655
'0:50.760',7.665
'0:50.764',7.640
'0:50.768',7.640
'0:50.772',7.640
'0:50.776',7.640
'0:50.780',7.630
'0:50.784',7.630
'0:50.788',7.615
'0:50.792',7.640
'0:50.796',7.650
'0:50.800',7.630
'0:50.804',7.630
'0:50.808',7.640
'0:50.812',7.625
'0:50.816',7.655
'0:50.820',7.605
'0:50.824',7.625
'0:50.828',7.625
'0:50.832',7.630
'0:50.836',7.630
'0:50.840',7.605
'0:50.844',7.605
'0:50.848',7.615
'0:50.852',7.630
'0:50.856',7.625
'0:50.860',7.625
'0:50.864',7.615
'0:50.868',7.630
'0:50.872',7.625
'0:50.876',7.615
'0:50.880',7.630
'0:50.884',7.605
'0:50.888',7.625
'0:50.892',7.615
'0:50.896',7.605
'0:50.900',7.570
'0:50.904',7.570
'0:50.908',7.565
'0:50.912',7.555
'0:50.916',7.565
'0:50.920',7.545
'0:50.924',7.565
'0:50.928',7.580
'0:50.932',7.590
'0:50.936',7.605
'0:50.940',7.600
'0:50.944',7.600
'0:50.948',7.590
'0:50.952',7.590
'0:50.956',7.600
'0:50.960',7.590
'0:50.964',7.580
'0:50.968',7.590
'0:50.972',7.570
'0:50.976',7.580
'0:50.980',7.570
'0:50.984',7.590
'0:50.988',7.625
'0:50.992',7.630
'0:50.996',7.630
'0:51.000',7.570
'0:51.004',7.445
'0:51.008',7.185
'0:51.012',6.930
'0:51.016',6.750
'0:51.020',6.545
'0:51.024',6.290
'0:51.028',6.245
'0:51.032',6.650
'0:51.036',7.160
'0:51.040',7.520
'0:51.044',7.810
